Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"303.607","Pseudomonas putida strain JR16",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","JR16",,,,,,,,,,,,,,,,,,,,"Good","2019-03-28T00:00:00Z",,,"PRJNA435894","SAMN08828885","GCA_004519745.1",,"PZKR00000000","Saurashtra University","WGS","Illumina NextSeq 500","180.0x","CLC Genomics Workbench v. 7.0; Celera",,,41,5644151,61.80019,10,191959,69,3,,5374,92.04,87.34,3.55,96.32,,"soil",,"2016-01",2016,,"India",,,,"Asia","India: Gondal",,,,,,,,,,,"sample_type:whole organism","Isolation and sequencing of Pseudomonas putida from pesticide contaminated site.","2019-07-14T03:13:49.882Z","2019-07-14T03:13:49.882Z"
"303.608","Pseudomonas putida strain OR45a",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","OR45a",,,,"MLST.pputida.228",,,,,,,,,,,,,,,,"Good","2019-04-03T00:00:00Z",,,"PRJNA529186","SAMN11258240","GCA_004614155.1",,"SPUU00000000","University of Silesia in Katowice","WGS","Illumina MiSeq","39.69x","SPAdes v. NOVEMBER-2018",,,165,5993405,61.718655,16,131895,72,3,,5830,93.55,91.08,,100,,"activated sludge",,"2017",2017,,"Poland",,,,"Europe","Poland:Jedlicze","temperature:23",,,,,,,,,,"sample_type:single cell;collected_by:Izabela Gren","Determination of molecular background of microbial degradation of xenobiotics in activated sludge","2019-07-14T03:13:56.256Z","2019-07-14T03:13:56.256Z"
"303.609","Pseudomonas putida strain KB3",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KB3",,,,"MLST.pputida.203",,,,,,,,,,,,,,,,"Good","2019-04-03T00:00:00Z",,,"PRJNA529186","SAMN11258192","GCA_004614175.1",,"SPUT00000000","University of Silesia in Katowice","WGS","Illumina MiSeq","55.35x","SPAdes v. NOVEMBER-2018",,,185,5772482,61.281887,20,92798,73,8,,5703,93.73,90.84,,100,,"soil",,"2014-10",2014,,"Poland",,,,"Europe","Poland:Siewierz","temperature:23",,,,,,,,,,"sample_type:single cell;collected_by:Karolina Majewska;passage_history:3, mineral salts medium supplemented with phenols","Determination of molecular background of microbial degradation of xenobiotics in activated sludge","2019-07-14T03:15:04.240Z","2019-07-14T03:15:04.240Z"
"303.610","Pseudomonas putida strain 1290",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","1290",,,,"MLST.pputida.155",,,,,,,,,,,,,,,,"Good","2019-05-02T00:00:00Z",,,"PRJNA531715","SAMN11380143","GCA_005080685.1",,"CP039371,CP039372","University of California Davis","Complete","PacBio RSII","61.0x","HGAP.3 v. NOV-2014",,1,2,6610151,62.990814,1,6495886,78,14,,6298,92.34,89.15,,100,,"pear phyllosphere","isolated from the pear phyllosphere, was the first bacterial strain for which the iac gene cluster was characterized","1985-04",1985,,"USA","California",,,"North America","USA: near Healdsburg, CA",,"Pyrus communis 'Williams'",,,,,,,,,,"Pseudomonas putida 1290, which was originally isolated from the pear phyllosphere, was the first bacterial strain for which the iac gene cluster was characterized. The iac gene cluster enables P. putida 1290 to utilize the plant hormone indole-3-acetic acid (IAA/auxin) as a sole carbon source. P. putida 1290 also exhibits chemotaxis towards indole-3-acetic acid.","2019-07-14T03:20:30.045Z","2019-07-14T03:20:30.045Z"
"303.611","Pseudomonas putida strain NRRL B-252",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NRRL B-252",,,,"MLST.pputida.225",,,,,,,,,,,,,,,,"Good","2019-06-03T00:00:00Z","31128867",,"PRJNA341280","SAMN10534540","GCA_005930545.1",,"RWKF00000000","Cornell University","WGS","Illumina MiSeq","43x","SPAdes v. 3.10.1",,,87,6087214,62.53529,12,175140,68,11,,5593,93.37,89.57,1.45,100,,"raw milk",,"1913-10",1913,,"USA","Iowa",,,"North America","USA:Iowa",,,,,,,,,,,"sample_type:cell culture","Pseudomonas spp. isolates from dairy","2019-07-14T03:18:03.379Z","2019-07-14T03:18:03.379Z"
"303.612","Pseudomonas putida strain NRRL B-251",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NRRL B-251",,,,"MLST.pputida.225",,,,,,,,,,,,,,,,"Good","2019-06-03T00:00:00Z","31128867",,"PRJNA341280","SAMN10534539","GCA_005930605.1",,"RWKE00000000","Cornell University","WGS","Illumina MiSeq","46x","SPAdes v. 3.10.1",,,91,6068462,62.564716,12,175121,67,7,,5581,93.37,89.45,1.45,100,,"raw milk",,"1913-10",1913,,"USA","Iowa",,,"North America","USA:Iowa",,,,,,,,,,,"sample_type:cell culture","Pseudomonas spp. isolates from dairy","2019-07-14T03:15:27.059Z","2019-07-14T03:15:27.059Z"
"303.613","Pseudomonas putida strain NFIX47",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NFIX47",,,,"MLST.pputida.224",,,,,,,,,,,,,,,,"Good","2016-10-20T00:00:00Z",,,"PRJEB16260","SAMN03097715","GCA_900104105.1",,"FMXW00000000","DOE - JOINT GENOME INSTITUTE","WGS",,,,,,21,6383414,60.585457,5,627092,58,4,,5775,94.21,92.22,1.63,99.38,,,,,,,,,,,,,,,,,,,,,,,,"Pseudomonas putida NFIX47","2019-07-14T03:20:00.984Z","2019-07-14T03:20:00.984Z"
"303.625","Pseudomonas putida strain FF4",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","FF4",,,,"MLST.pputida.191",,,,,,,,,,,,,,,,"Good","2019-07-16T00:00:00Z",,,"PRJNA513496","SAMN10699558","GCA_007049805.1",,"SCFX00000000","Universidad Tecnologica Metropolitana (UTEM)","WGS","Illumina MiSeq","30x","SPAdes v. 3.9",,,65,6454688,61.422016,10,178161,69,3,,6425,93.79,89.87,3.55,100,,"enrichment culture of sludge sample from pulp mill wastewater","isolated by its ability to use furfural as a sole carbon and energy source","2015",2015,,"Chile",,,,"South America","Chile",,,,,,,,,,,"sample_type:cell culture","Seven strains of Pseudomonas spp. were isolated by its ability to use furfural as a sole carbon and energy source. Two of them were previously isolated from wastewater treatment facilities (Lee et al. 2016. Appl Biochem Biotechnol 178:76–90) and the remaining five were obtained by enrichment cultures of sludge samples from pulp mill wastewater. In order to elucidate the molecular basis of furfural biodegradation, we obtained the draft genome sequences of these strains. Briefly, genomic DNA from Pseudomonas spp. isolates named ALS1131, ALS1279, FFL24, FFL34, FF4, VN230, and VN231 were subjected to paired-end sequencing in a MiSeq platform with at least a 30X coverage. Then, several assemblers (including Spades, Megahit, IDBA-UD among others) were used for genome reconstruction and the best assemblies were subjected to reconciliation tools (such as Metassembler) along with an in-house guided-assembly strategy. The final assemblies were checked with QUAST and annotated with the DDBJ Fast Annotation Tool using the Cluster of Orthologous Groups approach. These genomes represent a novel genetic resource for improved tolerance and conversion of furan aldehydes suitable for biotechnological applications.","2019-09-30T20:06:42.834Z","2019-09-30T20:06:42.834Z"
"303.626","Pseudomonas putida strain B2017",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","B2017",,,,"MLST.pputida.168",,,,,,,,,,,,,,,,"Good","2019-07-22T00:00:00Z",,,"PRJNA485424","SAMN09789717","GCA_007279645.1",,"QWEF00000000","Futureco Bioscience","WGS","Illumina HiSeq","44.0x","RECONSTRUCTOR v. 1.0",,,102,6305977,61.746334,1,5860066,61,2,,6231,93.31,90.17,,100,,"Root knot nematode egg mass",,"2012",2012,,"Spain",,,,"Europe","Spain:Gava",,"Meloidogyne sp.",,,,,,,,,"sample_type:Egg mass","Psaeudomonas putida strain B2017 is a potential biocontrol agent against fungal and bacterial crop diseases. The genome sequence of this bacterium may provide tools for an in-depth characterization of this strain and its interactions with plantas, plant pathogens and other elements in the environment","2019-10-01T03:37:03.307Z","2019-10-01T03:37:03.307Z"
"303.627","Pseudomonas putida strain B1",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","B1",,,,"MLST.pputida.167",,,,,,,,,,,,,,,,"Good","2019-08-05T00:00:00Z",,,"PRJNA395632","SAMN07411800","GCA_007833495.1",,"CP022560","Southwest University","Complete","Illumina HiSeq; PacBio","172.7x","Celera Assembler v. 8.0",,,1,6368486,61.969093,1,6368486,78,8,,5998,93.43,90.6,,100,,"soil",,"2014-01-01",2014,,"China",,,,"Asia","China:Chongqing",,,,,,,,,,,"sample_type:cell culture","the soil of the water level fluctuation of the Three Gorges Reservoir","2019-10-01T13:37:19.637Z","2019-10-01T13:37:19.637Z"
"303.629","Pseudomonas putida strain JYR-1",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","JYR-1",,,,"MLST.pputida.6",,,,,,,,,,,,,,,,"Good","2019-09-20T00:00:00Z",,,"PRJNA564706","SAMN12721147","GCA_008605605.1",,"CP043835","Chinese Academy of Agricultural Sciences","Complete","PacBio RSII","114.0x","HGAP v. 4.0",,,1,5413503,62.483257,1,5413503,75,15,,5202,93.85,92.16,,100,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequence of Pseudomonas putida JYR-1","2019-10-02T10:47:27.062Z","2019-10-02T10:47:27.062Z"
"303.630","Pseudomonas putida strain NCTC13185",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NCTC13185",,,,,,,,,,,,,,,,,"NCTC:13185",,,"Good","2019-05-13T00:00:00Z",,,"PRJEB6403","SAMEA3711445","GCA_901482375.1",,"CABEEI000000000","SC","WGS",,,,,,15,6162878,61.534237,3,769863,75,21,,5719,93.97,91.86,,99.26,,"not available: not collected",,"1800-2017",,,,,,,,,,"not available: not collected",,,,,,,,"host_health_state:not available: not collected","identified_by:not available: not collected","http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/","2019-10-02T22:29:39.896Z","2019-10-02T22:29:39.896Z"
"303.631","Pseudomonas putida strain TUM15504",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","TUM15504",,,,,,,,,,,,,,,,,,,,"Good","2019-09-21T00:00:00Z",,,"PRJDB8127","SAMD00175239","GCA_009012945.1",,"BKWG00000000","Toho University","WGS","Illumina MiSeq","5x","SPAdes v. 3.12.0",,,661,6740742,61.459553,104,19371,67,9,,6818,93.19,88.49,1.45,100,,"human blood",,"2010",2010,,"Japan",,,,"Asia","Japan:Tochigi",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Molecular epidemiology and biology analysis were performed by draft whole-genome sequencing using MiSeq, illumina.","2019-10-27T23:46:39.952Z","2019-10-27T23:46:39.952Z"
"303.632","Pseudomonas putida strain n4t",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","n4t",,,,"MLST.pputida.220",,,,,,,,,,,,"genotype:not applicable",,,,"Good","2019-10-15T00:00:00Z",,,"PRJNA574720","SAMN12868345","GCA_009078365.1",,"WBOI00000000","Tezpur University","WGS","Illumina","200.0x","CLC Genomics Workbench v. 6",,,44,5520112,63.274635,4,432387,51,2,,5079,93.49,91.62,,100,,"Tomato seedlings","isolated from seven days old tomato seedlings","2015-02-22",2015,,"India",,,,"Asia","India: Tezpur","temperature:not collected","Solanam lycopersicum",,,,,,,,,"sample_type:whole organism;biomaterial_provider:Dr. S. K. Ray Lab;collected_by:Pankaj Losan Sharma;identified_by:Pankaj Losan Sharma;mating_type:not collected;passage_history:not collected;specimen_voucher:not collected","The genome that has been sequenced and requested through your pipeline is of Pseudomonas putida. The bacterium has been isolated from seven days old tomato seedlings. The bacterium showed to inhibit a plant pathogen Ralstonia solanacearum.The genome sequence was performed using Illumina platform.","2019-10-28T01:15:42.563Z","2019-10-28T01:15:42.563Z"
"303.647","Pseudomonas putida strain BOE100",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","BOE100",,,,"MLST.pputida.170",,,,,,,,,,,,,,,,"Good","2019-12-13T00:00:00Z",,,"PRJNA592892","SAMN13442805","GCA_009746605.1",,"WOWR00000000","University of Stuttgart","WGS","Illumina HiSeq","100.0x","Geneious v. 6.0.3",,,170,7036010,61.43993,21,91585,75,7,,6884,93.31,90.11,1.45,100,,"bioscrubber",,"2010",2010,,"Germany",,,,"Europe","Germany",,,,,,,,,,,"sample_type:pure culture","The genome of bacterial strain Pseudomonas putida BOE100 was sequenced in order to identify genes responsible for the degradation of 2-butoxyethanol.","2019-12-31T23:16:25.774Z","2019-12-31T23:16:25.774Z"
"303.650","Pseudomonas putida strain W5",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","W5",,,,"MLST.pputida.261",,,,,,,,,,,,,,,,"Good","2020-01-15T00:00:00Z",,,"PRJNA430689","SAMN08376583","GCA_009883635.1",,"CP026115","Agriculture and Agri-Food Canada","Complete","Illumina MiSeq","911.0x","SPAdes v. v3.7.1",,,1,6166183,62.70281,1,6166183,77,15,,5692,93.79,91.02,,100,,"alfalfa plant root nodules","isolated from alfalfa plant root nodules","2016-07-01",2016,,"Canada",,,,"North America","Canada:London",,"Alfalfa, Medicago sativa","Alfalfa",,,,"Plant",,,,"sample_type:whole organism","Genome sequence assembly of a novel Pseudomonas putida strain isolated from alfalfa plant root nodules. This strain has the ability to form root nodules and fix nitrogen (a trait not seen in other pseudomonas strains). This project will facilitate further insight into the mechanisms of nitrogen fixation within root nodules.","2020-02-01T15:32:21.634Z","2020-02-01T15:32:21.634Z"
"303.651","Pseudomonas putida strain ODNR4SY",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","ODNR4SY",,,,"MLST.pputida.227",,,,,,,,,,,,,,,,"Good","2020-01-19T00:00:00Z",,,"PRJNA593853","SAMN13494100","GCA_009905395.1",,"JAAAKU000000000","University of Toledo","WGS","Illumina MiSeq","22x","SPAdes v. 3.13.0[6]",,,165,5754181,62.010616,20,96929,66,2,,5426,93.67,91.02,,100,,"lake water",,"2015-06-08",2015,,"USA",,,,"North America","USA: Lake Erie",,,,,,,,,,,"sample_type:Bacterial isolate from water sample","From water samples collected in the western basin of Lake Erie, 13 bacterial isolates that degrade microcystin-LR were identified. These environmental bacteria, identified as being from genera Emticicia, Pseudomonas, Runella, Caulobacter, Cellulophaga, Rhizobium, and Porphyrobacter, were sequenced and a draft genome assembled. The genome identified no known microcystin-LR degrading genes or orthologs, but 83 aminopeptidases that may putatively interact with the microcystin-LR structure were identified.","2020-02-01T22:37:58.726Z","2020-02-01T22:37:58.726Z"
"303.666","Pseudomonas putida strain PaW85-2019",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","PaW85-2019",,,,"MLST.pputida.69",,,,,,,,,,,,,,,,"Good","2020-03-25T00:00:00Z",,,"PRJNA594251","SAMN13509829","GCA_011750655.1",,"JAAABC000000000","University of Tartu","WGS","Illumina MiSeq","95.0x","SPAdes v. 3.12.0",,,126,6086221,61.600983,10,197616,75,4,,5725,94.09,91.98,0.73,100,,,,"1977",1977,,,,,,,,,,,,,,,,,,"sample_type:microbial culture","The goal of the study was to analyse the fitness benefits and costs of multitude TA systems to Pseudomonas putida. To this end, 13 TA loci were knocked out from the genome of P. putida strain PaW85, which is, akin to P. putida strain KT2440, the P. putida mt-2 derivative cured of the TOL plasmid.","2020-04-12T00:59:28.831Z","2020-04-12T00:59:28.831Z"
"303.667","Pseudomonas putida strain PaW85-d13TA",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","PaW85-d13TA",,,,"MLST.pputida.69",,,,,,,,,,,,,,,,"Good","2020-03-25T00:00:00Z",,,"PRJNA594251","SAMN13509269","GCA_011750675.1",,"JAAABB000000000","University of Tartu","WGS","Illumina MiSeq","95.0x","SPAdes v. 3.12.0",,,141,6076934,61.601013,10,197616,73,4,,5702,94.09,91.8,1.45,100,,"Estonia",,"2017",2017,,"Estonia",,,,"Europe","Estonia:Tartu",,,,,,,,,,,"sample_type:Pseudomonas putida deletion mutant","The goal of the study was to analyse the fitness benefits and costs of multitude TA systems to Pseudomonas putida. To this end, 13 TA loci were knocked out from the genome of P. putida strain PaW85, which is, akin to P. putida strain KT2440, the P. putida mt-2 derivative cured of the TOL plasmid.","2020-04-12T00:59:25.548Z","2020-04-12T00:59:25.548Z"
"303.682","Pseudomonas putida strain TS312",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","TS312",,,,"MLST.pputida.253",,,,,,,,,,,,,,,,"Good","2020-01-16T00:00:00Z",,,"PRJDB9166","SAMD00200259","GCA_009938035.1",,"AP022324","Tokyo University of Agriculture and Technology","Complete","Nanopore MinION","150x","Canu v. 1.8",,,1,5681150,62.17854,1,5681150,74,22,,5209,93.55,90.66,2.86,100,,"paper mill","isolated from a paper mill","2019-11-20",2019,,,,,,,,,,,,,,,,,,,"This project registered the whole genome sequence of Pseudomonas putida strain TS312, isolated from a paper mill. This study was carried out by Environmental Bioengineering Laboratory at Tokyo University of Agriculture and Technology and Kurita Water Industries Ltd.","2020-06-03T11:08:39.668Z","2020-06-03T11:08:39.668Z"
"303.689","Pseudomonas putida strain 15420352",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","15420352",,,,"MLST.pputida.78",,,,,,,,,,,,,,,,"Good","2020-06-09T00:00:00Z",,,"PRJNA579254","SAMN13107355","GCA_013305625.1",,"CP045551","Beijing Institute of Microbiology and Epidemiology","Complete","PacBio RSII","100.0x","HGAP v. v3.0",,,1,6165619,61.551697,1,6165619,81,14,,5948,93.31,91.2,,100,,"urine",,"2015",2015,,"China",,,,"Asia","China: Hunan",,"Human, Homo sapiens","Human",,,"pulmonary infection","Human",,,,"collected_by:a teaching hospital","Complete sequence of chromosome of strain 15420352","2020-07-01T10:08:37.885Z","2020-07-01T10:08:37.885Z"
"303.690","Pseudomonas putida strain USM4",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","USM4",,,,"MLST.pputida.257",,,,,,,,,,,,,,,,"Good","2020-06-09T00:00:00Z",,,"PRJNA635988","SAMN15062373","GCA_013314935.1",,"JABTYF000000000","University of Southern Mississippi","WGS","Illumina MiSeq","60x","SPAdes v. 3.13.0",,,53,5623397,61.879467,7,288931,65,2,,5280,93.43,90.54,,100,,"Rhizosphere of wheat",,"2017",2017,,"Ukraine",,,,"Europe","Ukraine:Kyiv",,"Bread wheat, Triticum aestivum","Bread Wheat",,,,"Plant",,,,"sample_type:Pure culture","This BioProject is part of a study aimed at the investigations of plant-associated microorganisms from Ukrainian soils contaminated with the heavy metal cadmium, which is a common pollutant due to the intense use of phosphate fertilizers. The goals of the study were to better understand the effect of environmental stress on plant-microbial interactions in polluted soils, as well as exploit the plant microbiome to improve the productivity of food and fodder crops and efficiency of plant-mediated cleanup of contaminated areas.","2020-07-01T10:43:51.062Z","2020-07-01T10:43:51.062Z"
